"id","set","category","relative_file","source_rect","grid","visible_pixels","has_hot_pink"
"object_0018_x263_y32_w1_h1","connected_objects","architecture_tiles","connected_objects/architecture_tiles/object_0018_x263_y32_w1_h1.png","System.Collections.Specialized.OrderedDictionary",,"1","False"
"object_0019_x265_y32_w1_h1","connected_objects","architecture_tiles","connected_objects/architecture_tiles/object_0019_x265_y32_w1_h1.png","System.Collections.Specialized.OrderedDictionary",,"1","False"
"object_0020_x267_y32_w1_h1","connected_objects","architecture_tiles","connected_objects/architecture_tiles/object_0020_x267_y32_w1_h1.png","System.Collections.Specialized.OrderedDictionary",,"1","False"
"object_0021_x269_y32_w1_h1","connected_objects","architecture_tiles","connected_objects/architecture_tiles/object_0021_x269_y32_w1_h1.png","System.Collections.Specialized.OrderedDictionary",,"1","False"
"object_0022_x271_y32_w1_h1","connected_objects","architecture_tiles","connected_objects/architecture_tiles/object_0022_x271_y32_w1_h1.png","System.Collections.Specialized.OrderedDictionary",,"1","False"
"object_0023_x273_y32_w1_h1","connected_objects","architecture_tiles","connected_objects/architecture_tiles/object_0023_x273_y32_w1_h1.png","System.Collections.Specialized.OrderedDictionary",,"1","False"
"object_0024_x275_y32_w1_h1","connected_objects","architecture_tiles","connected_objects/architecture_tiles/object_0024_x275_y32_w1_h1.png","System.Collections.Specialized.OrderedDictionary",,"1","False"
"object_0025_x277_y32_w1_h1","connected_objects","architecture_tiles","connected_objects/architecture_tiles/object_0025_x277_y32_w1_h1.png","System.Collections.Specialized.OrderedDictionary",,"1","False"
"object_0026_x279_y32_w1_h1","connected_objects","architecture_tiles","connected_objects/architecture_tiles/object_0026_x279_y32_w1_h1.png","System.Collections.Specialized.OrderedDictionary",,"1","False"
"object_0027_x281_y32_w1_h1","connected_objects","architecture_tiles","connected_objects/architecture_tiles/object_0027_x281_y32_w1_h1.png","System.Collections.Specialized.OrderedDictionary",,"1","False"
"object_0028_x283_y32_w1_h1","connected_objects","architecture_tiles","connected_objects/architecture_tiles/object_0028_x283_y32_w1_h1.png","System.Collections.Specialized.OrderedDictionary",,"1","False"
"object_0029_x285_y32_w1_h1","connected_objects","architecture_tiles","connected_objects/architecture_tiles/object_0029_x285_y32_w1_h1.png","System.Collections.Specialized.OrderedDictionary",,"1","False"
"object_0030_x287_y32_w1_h1","connected_objects","architecture_tiles","connected_objects/architecture_tiles/object_0030_x287_y32_w1_h1.png","System.Collections.Specialized.OrderedDictionary",,"1","False"
"object_0031_x289_y32_w1_h1","connected_objects","architecture_tiles","connected_objects/architecture_tiles/object_0031_x289_y32_w1_h1.png","System.Collections.Specialized.OrderedDictionary",,"1","False"
"object_0032_x291_y32_w1_h1","connected_objects","architecture_tiles","connected_objects/architecture_tiles/object_0032_x291_y32_w1_h1.png","System.Collections.Specialized.OrderedDictionary",,"1","False"
"object_0033_x293_y32_w1_h1","connected_objects","architecture_tiles","connected_objects/architecture_tiles/object_0033_x293_y32_w1_h1.png","System.Collections.Specialized.OrderedDictionary",,"1","False"
"object_0034_x295_y32_w1_h1","connected_objects","architecture_tiles","connected_objects/architecture_tiles/object_0034_x295_y32_w1_h1.png","System.Collections.Specialized.OrderedDictionary",,"1","False"
"object_0035_x297_y32_w1_h1","connected_objects","architecture_tiles","connected_objects/architecture_tiles/object_0035_x297_y32_w1_h1.png","System.Collections.Specialized.OrderedDictionary",,"1","False"
"object_0036_x299_y32_w1_h1","connected_objects","architecture_tiles","connected_objects/architecture_tiles/object_0036_x299_y32_w1_h1.png","System.Collections.Specialized.OrderedDictionary",,"1","False"
"object_0037_x277_y34_w4_h14","connected_objects","architecture_tiles","connected_objects/architecture_tiles/object_0037_x277_y34_w4_h14.png","System.Collections.Specialized.OrderedDictionary",,"42","False"
"object_0038_x282_y35_w1_h1","connected_objects","architecture_tiles","connected_objects/architecture_tiles/object_0038_x282_y35_w1_h1.png","System.Collections.Specialized.OrderedDictionary",,"1","False"
"object_0039_x282_y37_w1_h1","connected_objects","architecture_tiles","connected_objects/architecture_tiles/object_0039_x282_y37_w1_h1.png","System.Collections.Specialized.OrderedDictionary",,"1","False"
"object_0040_x282_y39_w1_h1","connected_objects","architecture_tiles","connected_objects/architecture_tiles/object_0040_x282_y39_w1_h1.png","System.Collections.Specialized.OrderedDictionary",,"1","False"
"object_0041_x282_y41_w1_h1","connected_objects","architecture_tiles","connected_objects/architecture_tiles/object_0041_x282_y41_w1_h1.png","System.Collections.Specialized.OrderedDictionary",,"1","False"
"object_0042_x282_y43_w1_h1","connected_objects","architecture_tiles","connected_objects/architecture_tiles/object_0042_x282_y43_w1_h1.png","System.Collections.Specialized.OrderedDictionary",,"1","False"
"object_0043_x282_y45_w1_h1","connected_objects","architecture_tiles","connected_objects/architecture_tiles/object_0043_x282_y45_w1_h1.png","System.Collections.Specialized.OrderedDictionary",,"1","False"
"object_0044_x282_y47_w1_h1","connected_objects","architecture_tiles","connected_objects/architecture_tiles/object_0044_x282_y47_w1_h1.png","System.Collections.Specialized.OrderedDictionary",,"1","False"
"object_0045_x7_y48_w2_h16","connected_objects","architecture_tiles","connected_objects/architecture_tiles/object_0045_x7_y48_w2_h16.png","System.Collections.Specialized.OrderedDictionary",,"24","False"
"object_0046_x256_y50_w48_h11","connected_objects","architecture_tiles","connected_objects/architecture_tiles/object_0046_x256_y50_w48_h11.png","System.Collections.Specialized.OrderedDictionary",,"145","False"
"object_0047_x272_y64_w9_h32","connected_objects","pipes_machinery","connected_objects/pipes_machinery/object_0047_x272_y64_w9_h32.png","System.Collections.Specialized.OrderedDictionary",,"108","False"
"object_0048_x6_y65_w4_h7","connected_objects","architecture_blocks","connected_objects/architecture_blocks/object_0048_x6_y65_w4_h7.png","System.Collections.Specialized.OrderedDictionary",,"13","False"
"object_0049_x282_y65_w1_h1","connected_objects","pipes_machinery","connected_objects/pipes_machinery/object_0049_x282_y65_w1_h1.png","System.Collections.Specialized.OrderedDictionary",,"1","False"
"object_0050_x178_y66_w13_h14","connected_objects","pipes_machinery","connected_objects/pipes_machinery/object_0050_x178_y66_w13_h14.png","System.Collections.Specialized.OrderedDictionary",,"69","False"
"object_0051_x258_y67_w12_h13","connected_objects","pipes_machinery","connected_objects/pipes_machinery/object_0051_x258_y67_w12_h13.png","System.Collections.Specialized.OrderedDictionary",,"46","False"
"object_0052_x282_y67_w1_h1","connected_objects","pipes_machinery","connected_objects/pipes_machinery/object_0052_x282_y67_w1_h1.png","System.Collections.Specialized.OrderedDictionary",,"1","False"
"object_0053_x290_y67_w12_h13","connected_objects","pipes_machinery","connected_objects/pipes_machinery/object_0053_x290_y67_w12_h13.png","System.Collections.Specialized.OrderedDictionary",,"46","False"
"object_0054_x262_y69_w5_h5","connected_objects","pipes_machinery","connected_objects/pipes_machinery/object_0054_x262_y69_w5_h5.png","System.Collections.Specialized.OrderedDictionary",,"9","False"
"object_0055_x282_y69_w1_h1","connected_objects","pipes_machinery","connected_objects/pipes_machinery/object_0055_x282_y69_w1_h1.png","System.Collections.Specialized.OrderedDictionary",,"1","False"
"object_0056_x198_y70_w52_h36","connected_objects","pipes_machinery","connected_objects/pipes_machinery/object_0056_x198_y70_w52_h36.png","System.Collections.Specialized.OrderedDictionary",,"822","False"
"object_0057_x293_y70_w6_h3","connected_objects","pipes_machinery","connected_objects/pipes_machinery/object_0057_x293_y70_w6_h3.png","System.Collections.Specialized.OrderedDictionary",,"8","False"
"object_0058_x184_y71_w1_h1","connected_objects","pipes_machinery","connected_objects/pipes_machinery/object_0058_x184_y71_w1_h1.png","System.Collections.Specialized.OrderedDictionary",,"1","False"
"object_0059_x282_y71_w1_h1","connected_objects","pipes_machinery","connected_objects/pipes_machinery/object_0059_x282_y71_w1_h1.png","System.Collections.Specialized.OrderedDictionary",,"1","False"
"object_0060_x184_y73_w1_h1","connected_objects","pipes_machinery","connected_objects/pipes_machinery/object_0060_x184_y73_w1_h1.png","System.Collections.Specialized.OrderedDictionary",,"1","False"
"object_0061_x282_y73_w1_h1","connected_objects","pipes_machinery","connected_objects/pipes_machinery/object_0061_x282_y73_w1_h1.png","System.Collections.Specialized.OrderedDictionary",,"1","False"
"object_0062_x16_y75_w32_h34","connected_objects","architecture_blocks","connected_objects/architecture_blocks/object_0062_x16_y75_w32_h34.png","System.Collections.Specialized.OrderedDictionary",,"738","False"
"object_0063_x184_y75_w1_h1","connected_objects","pipes_machinery","connected_objects/pipes_machinery/object_0063_x184_y75_w1_h1.png","System.Collections.Specialized.OrderedDictionary",,"1","False"
"object_0064_x282_y75_w1_h1","connected_objects","pipes_machinery","connected_objects/pipes_machinery/object_0064_x282_y75_w1_h1.png","System.Collections.Specialized.OrderedDictionary",,"1","False"
"object_0065_x338_y75_w28_h69","connected_objects","machinery_structures","connected_objects/machinery_structures/object_0065_x338_y75_w28_h69.png","System.Collections.Specialized.OrderedDictionary",,"443","False"
"object_0066_x282_y77_w1_h1","connected_objects","pipes_machinery","connected_objects/pipes_machinery/object_0066_x282_y77_w1_h1.png","System.Collections.Specialized.OrderedDictionary",,"1","False"
"object_0067_x282_y79_w1_h1","connected_objects","pipes_machinery","connected_objects/pipes_machinery/object_0067_x282_y79_w1_h1.png","System.Collections.Specialized.OrderedDictionary",,"1","False"
"object_0068_x128_y80_w2_h3","connected_objects","pipes_machinery","connected_objects/pipes_machinery/object_0068_x128_y80_w2_h3.png","System.Collections.Specialized.OrderedDictionary",,"5","False"
"object_0069_x131_y80_w4_h3","connected_objects","pipes_machinery","connected_objects/pipes_machinery/object_0069_x131_y80_w4_h3.png","System.Collections.Specialized.OrderedDictionary",,"5","False"
"object_0070_x136_y80_w5_h2","connected_objects","pipes_machinery","connected_objects/pipes_machinery/object_0070_x136_y80_w5_h2.png","System.Collections.Specialized.OrderedDictionary",,"6","False"
"object_0071_x142_y80_w3_h2","connected_objects","pipes_machinery","connected_objects/pipes_machinery/object_0071_x142_y80_w3_h2.png","System.Collections.Specialized.OrderedDictionary",,"5","False"
"object_0072_x146_y80_w4_h3","connected_objects","pipes_machinery","connected_objects/pipes_machinery/object_0072_x146_y80_w4_h3.png","System.Collections.Specialized.OrderedDictionary",,"6","False"
"object_0073_x153_y80_w4_h2","connected_objects","pipes_machinery","connected_objects/pipes_machinery/object_0073_x153_y80_w4_h2.png","System.Collections.Specialized.OrderedDictionary",,"4","False"
"object_0074_x158_y80_w4_h3","connected_objects","pipes_machinery","connected_objects/pipes_machinery/object_0074_x158_y80_w4_h3.png","System.Collections.Specialized.OrderedDictionary",,"10","False"
"object_0075_x163_y80_w4_h2","connected_objects","pipes_machinery","connected_objects/pipes_machinery/object_0075_x163_y80_w4_h2.png","System.Collections.Specialized.OrderedDictionary",,"4","False"
"object_0076_x170_y80_w4_h3","connected_objects","pipes_machinery","connected_objects/pipes_machinery/object_0076_x170_y80_w4_h3.png","System.Collections.Specialized.OrderedDictionary",,"6","False"
"object_0077_x175_y80_w1_h3","connected_objects","pipes_machinery","connected_objects/pipes_machinery/object_0077_x175_y80_w1_h3.png","System.Collections.Specialized.OrderedDictionary",,"3","False"
"object_0078_x355_y80_w1_h2","connected_objects","machinery_structures","connected_objects/machinery_structures/object_0078_x355_y80_w1_h2.png","System.Collections.Specialized.OrderedDictionary",,"2","False"
"object_0079_x6_y81_w4_h7","connected_objects","architecture_blocks","connected_objects/architecture_blocks/object_0079_x6_y81_w4_h7.png","System.Collections.Specialized.OrderedDictionary",,"13","False"
"object_0080_x151_y81_w1_h1","connected_objects","pipes_machinery","connected_objects/pipes_machinery/object_0080_x151_y81_w1_h1.png","System.Collections.Specialized.OrderedDictionary",,"1","False"
"object_0081_x168_y81_w1_h1","connected_objects","pipes_machinery","connected_objects/pipes_machinery/object_0081_x168_y81_w1_h1.png","System.Collections.Specialized.OrderedDictionary",,"1","False"
"object_0082_x282_y81_w1_h1","connected_objects","pipes_machinery","connected_objects/pipes_machinery/object_0082_x282_y81_w1_h1.png","System.Collections.Specialized.OrderedDictionary",,"1","False"
"object_0083_x352_y81_w1_h1","connected_objects","machinery_structures","connected_objects/machinery_structures/object_0083_x352_y81_w1_h1.png","System.Collections.Specialized.OrderedDictionary",,"1","False"
"object_0084_x138_y82_w1_h1","connected_objects","pipes_machinery","connected_objects/pipes_machinery/object_0084_x138_y82_w1_h1.png","System.Collections.Specialized.OrderedDictionary",,"1","False"
"object_0085_x134_y83_w1_h1","connected_objects","pipes_machinery","connected_objects/pipes_machinery/object_0085_x134_y83_w1_h1.png","System.Collections.Specialized.OrderedDictionary",,"1","False"
"object_0086_x144_y83_w1_h1","connected_objects","pipes_machinery","connected_objects/pipes_machinery/object_0086_x144_y83_w1_h1.png","System.Collections.Specialized.OrderedDictionary",,"1","False"
"object_0087_x154_y83_w1_h1","connected_objects","pipes_machinery","connected_objects/pipes_machinery/object_0087_x154_y83_w1_h1.png","System.Collections.Specialized.OrderedDictionary",,"1","False"
"object_0088_x165_y83_w1_h1","connected_objects","pipes_machinery","connected_objects/pipes_machinery/object_0088_x165_y83_w1_h1.png","System.Collections.Specialized.OrderedDictionary",,"1","False"
"object_0089_x258_y83_w12_h13","connected_objects","pipes_machinery","connected_objects/pipes_machinery/object_0089_x258_y83_w12_h13.png","System.Collections.Specialized.OrderedDictionary",,"46","False"
"object_0090_x282_y83_w1_h1","connected_objects","pipes_machinery","connected_objects/pipes_machinery/object_0090_x282_y83_w1_h1.png","System.Collections.Specialized.OrderedDictionary",,"1","False"
"object_0091_x290_y83_w12_h13","connected_objects","pipes_machinery","connected_objects/pipes_machinery/object_0091_x290_y83_w12_h13.png","System.Collections.Specialized.OrderedDictionary",,"46","False"
"object_0092_x355_y83_w1_h1","connected_objects","machinery_structures","connected_objects/machinery_structures/object_0092_x355_y83_w1_h1.png","System.Collections.Specialized.OrderedDictionary",,"1","False"
"object_0093_x152_y85_w1_h1","connected_objects","pipes_machinery","connected_objects/pipes_machinery/object_0093_x152_y85_w1_h1.png","System.Collections.Specialized.OrderedDictionary",,"1","False"
"object_0094_x167_y85_w1_h1","connected_objects","pipes_machinery","connected_objects/pipes_machinery/object_0094_x167_y85_w1_h1.png","System.Collections.Specialized.OrderedDictionary",,"1","False"
"object_0095_x261_y85_w5_h5","connected_objects","pipes_machinery","connected_objects/pipes_machinery/object_0095_x261_y85_w5_h5.png","System.Collections.Specialized.OrderedDictionary",,"9","False"
"object_0096_x282_y85_w1_h1","connected_objects","pipes_machinery","connected_objects/pipes_machinery/object_0096_x282_y85_w1_h1.png","System.Collections.Specialized.OrderedDictionary",,"1","False"
"object_0097_x353_y85_w1_h1","connected_objects","machinery_structures","connected_objects/machinery_structures/object_0097_x353_y85_w1_h1.png","System.Collections.Specialized.OrderedDictionary",,"1","False"
"object_0098_x293_y86_w6_h3","connected_objects","pipes_machinery","connected_objects/pipes_machinery/object_0098_x293_y86_w6_h3.png","System.Collections.Specialized.OrderedDictionary",,"8","False"
"object_0099_x357_y86_w1_h1","connected_objects","machinery_structures","connected_objects/machinery_structures/object_0099_x357_y86_w1_h1.png","System.Collections.Specialized.OrderedDictionary",,"1","False"
"object_0100_x282_y87_w1_h1","connected_objects","pipes_machinery","connected_objects/pipes_machinery/object_0100_x282_y87_w1_h1.png","System.Collections.Specialized.OrderedDictionary",,"1","False"
"object_0101_x282_y89_w1_h1","connected_objects","pipes_machinery","connected_objects/pipes_machinery/object_0101_x282_y89_w1_h1.png","System.Collections.Specialized.OrderedDictionary",,"1","False"
"object_0102_x282_y91_w1_h1","connected_objects","pipes_machinery","connected_objects/pipes_machinery/object_0102_x282_y91_w1_h1.png","System.Collections.Specialized.OrderedDictionary",,"1","False"
"object_0103_x282_y91_w6_h5","connected_objects","pipes_machinery","connected_objects/pipes_machinery/object_0103_x282_y91_w6_h5.png","System.Collections.Specialized.OrderedDictionary",,"13","False"
"object_0104_x340_y91_w1_h1","connected_objects","machinery_structures","connected_objects/machinery_structures/object_0104_x340_y91_w1_h1.png","System.Collections.Specialized.OrderedDictionary",,"1","False"
"object_0105_x342_y91_w1_h1","connected_objects","machinery_structures","connected_objects/machinery_structures/object_0105_x342_y91_w1_h1.png","System.Collections.Specialized.OrderedDictionary",,"1","False"
"object_0106_x344_y91_w1_h1","connected_objects","machinery_structures","connected_objects/machinery_structures/object_0106_x344_y91_w1_h1.png","System.Collections.Specialized.OrderedDictionary",,"1","False"
"object_0107_x346_y91_w1_h1","connected_objects","machinery_structures","connected_objects/machinery_structures/object_0107_x346_y91_w1_h1.png","System.Collections.Specialized.OrderedDictionary",,"1","False"
"object_0108_x348_y91_w1_h1","connected_objects","machinery_structures","connected_objects/machinery_structures/object_0108_x348_y91_w1_h1.png","System.Collections.Specialized.OrderedDictionary",,"1","False"
"object_0109_x350_y91_w1_h1","connected_objects","machinery_structures","connected_objects/machinery_structures/object_0109_x350_y91_w1_h1.png","System.Collections.Specialized.OrderedDictionary",,"1","False"
"object_0110_x352_y91_w1_h1","connected_objects","machinery_structures","connected_objects/machinery_structures/object_0110_x352_y91_w1_h1.png","System.Collections.Specialized.OrderedDictionary",,"1","False"
"object_0111_x354_y91_w1_h1","connected_objects","machinery_structures","connected_objects/machinery_structures/object_0111_x354_y91_w1_h1.png","System.Collections.Specialized.OrderedDictionary",,"1","False"
"object_0112_x356_y91_w1_h1","connected_objects","machinery_structures","connected_objects/machinery_structures/object_0112_x356_y91_w1_h1.png","System.Collections.Specialized.OrderedDictionary",,"1","False"
"object_0113_x358_y91_w1_h1","connected_objects","machinery_structures","connected_objects/machinery_structures/object_0113_x358_y91_w1_h1.png","System.Collections.Specialized.OrderedDictionary",,"1","False"
"object_0114_x360_y91_w1_h1","connected_objects","machinery_structures","connected_objects/machinery_structures/object_0114_x360_y91_w1_h1.png","System.Collections.Specialized.OrderedDictionary",,"1","False"
"object_0115_x362_y91_w1_h1","connected_objects","machinery_structures","connected_objects/machinery_structures/object_0115_x362_y91_w1_h1.png","System.Collections.Specialized.OrderedDictionary",,"1","False"
"object_0116_x282_y93_w1_h1","connected_objects","pipes_machinery","connected_objects/pipes_machinery/object_0116_x282_y93_w1_h1.png","System.Collections.Specialized.OrderedDictionary",,"1","False"
"object_0117_x344_y95_w1_h1","connected_objects","machinery_structures","connected_objects/machinery_structures/object_0117_x344_y95_w1_h1.png","System.Collections.Specialized.OrderedDictionary",,"1","False"
"object_0118_x2_y96_w12_h17","connected_objects","architecture_blocks","connected_objects/architecture_blocks/object_0118_x2_y96_w12_h17.png","System.Collections.Specialized.OrderedDictionary",,"164","False"
"object_0119_x50_y96_w12_h3","connected_objects","architecture_blocks","connected_objects/architecture_blocks/object_0119_x50_y96_w12_h3.png","System.Collections.Specialized.OrderedDictionary",,"36","False"
"object_0120_x0_y96_w176_h42","connected_objects","architecture_blocks","connected_objects/architecture_blocks/object_0120_x0_y96_w176_h42.png","System.Collections.Specialized.OrderedDictionary",,"3990","False"
"object_0121_x358_y96_w1_h1","connected_objects","machinery_structures","connected_objects/machinery_structures/object_0121_x358_y96_w1_h1.png","System.Collections.Specialized.OrderedDictionary",,"1","False"
"object_0122_x163_y97_w10_h1","connected_objects","pipes_machinery","connected_objects/pipes_machinery/object_0122_x163_y97_w10_h1.png","System.Collections.Specialized.OrderedDictionary",,"10","False"
"object_0123_x282_y97_w5_h2","connected_objects","pipes_machinery","connected_objects/pipes_machinery/object_0123_x282_y97_w5_h2.png","System.Collections.Specialized.OrderedDictionary",,"7","False"
"object_0124_x177_y98_w14_h14","connected_objects","pipes_machinery","connected_objects/pipes_machinery/object_0124_x177_y98_w14_h14.png","System.Collections.Specialized.OrderedDictionary",,"52","False"
"object_0125_x164_y99_w3_h1","connected_objects","pipes_machinery","connected_objects/pipes_machinery/object_0125_x164_y99_w3_h1.png","System.Collections.Specialized.OrderedDictionary",,"3","False"
"object_0126_x171_y99_w1_h1","connected_objects","pipes_machinery","connected_objects/pipes_machinery/object_0126_x171_y99_w1_h1.png","System.Collections.Specialized.OrderedDictionary",,"1","False"
"object_0127_x240_y99_w32_h93","connected_objects","pipes_machinery","connected_objects/pipes_machinery/object_0127_x240_y99_w32_h93.png","System.Collections.Specialized.OrderedDictionary",,"1016","False"
"object_0128_x273_y99_w30_h13","connected_objects","pipes_machinery","connected_objects/pipes_machinery/object_0128_x273_y99_w30_h13.png","System.Collections.Specialized.OrderedDictionary",,"129","False"
"object_0129_x356_y99_w3_h2","connected_objects","machinery_structures","connected_objects/machinery_structures/object_0129_x356_y99_w3_h2.png","System.Collections.Specialized.OrderedDictionary",,"3","False"
"object_0130_x180_y100_w2_h1","connected_objects","pipes_machinery","connected_objects/pipes_machinery/object_0130_x180_y100_w2_h1.png","System.Collections.Specialized.OrderedDictionary",,"2","False"
"object_0131_x187_y100_w1_h1","connected_objects","pipes_machinery","connected_objects/pipes_machinery/object_0131_x187_y100_w1_h1.png","System.Collections.Specialized.OrderedDictionary",,"1","False"
"object_0132_x342_y100_w2_h1","connected_objects","machinery_structures","connected_objects/machinery_structures/object_0132_x342_y100_w2_h1.png","System.Collections.Specialized.OrderedDictionary",,"2","False"
"object_0133_x350_y100_w1_h1","connected_objects","machinery_structures","connected_objects/machinery_structures/object_0133_x350_y100_w1_h1.png","System.Collections.Specialized.OrderedDictionary",,"1","False"
"object_0134_x164_y101_w1_h1","connected_objects","pipes_machinery","connected_objects/pipes_machinery/object_0134_x164_y101_w1_h1.png","System.Collections.Specialized.OrderedDictionary",,"1","False"
"object_0135_x166_y101_w2_h1","connected_objects","pipes_machinery","connected_objects/pipes_machinery/object_0135_x166_y101_w2_h1.png","System.Collections.Specialized.OrderedDictionary",,"2","False"
"object_0136_x171_y101_w1_h1","connected_objects","pipes_machinery","connected_objects/pipes_machinery/object_0136_x171_y101_w1_h1.png","System.Collections.Specialized.OrderedDictionary",,"1","False"
"object_0137_x261_y101_w5_h5","connected_objects","pipes_machinery","connected_objects/pipes_machinery/object_0137_x261_y101_w5_h5.png","System.Collections.Specialized.OrderedDictionary",,"9","False"
"object_0138_x180_y102_w3_h1","connected_objects","pipes_machinery","connected_objects/pipes_machinery/object_0138_x180_y102_w3_h1.png","System.Collections.Specialized.OrderedDictionary",,"3","False"
"object_0139_x187_y102_w1_h1","connected_objects","pipes_machinery","connected_objects/pipes_machinery/object_0139_x187_y102_w1_h1.png","System.Collections.Specialized.OrderedDictionary",,"1","False"
"object_0140_x357_y102_w3_h2","connected_objects","machinery_structures","connected_objects/machinery_structures/object_0140_x357_y102_w3_h2.png","System.Collections.Specialized.OrderedDictionary",,"3","False"
"object_0141_x164_y103_w1_h1","connected_objects","pipes_machinery","connected_objects/pipes_machinery/object_0141_x164_y103_w1_h1.png","System.Collections.Specialized.OrderedDictionary",,"1","False"
"object_0142_x167_y103_w2_h1","connected_objects","pipes_machinery","connected_objects/pipes_machinery/object_0142_x167_y103_w2_h1.png","System.Collections.Specialized.OrderedDictionary",,"2","False"
"object_0143_x171_y103_w1_h1","connected_objects","pipes_machinery","connected_objects/pipes_machinery/object_0143_x171_y103_w1_h1.png","System.Collections.Specialized.OrderedDictionary",,"1","False"
"object_0144_x278_y103_w2_h1","connected_objects","pipes_machinery","connected_objects/pipes_machinery/object_0144_x278_y103_w2_h1.png","System.Collections.Specialized.OrderedDictionary",,"2","False"
"object_0145_x180_y104_w1_h1","connected_objects","pipes_machinery","connected_objects/pipes_machinery/object_0145_x180_y104_w1_h1.png","System.Collections.Specialized.OrderedDictionary",,"1","False"
"object_0146_x182_y104_w2_h1","connected_objects","pipes_machinery","connected_objects/pipes_machinery/object_0146_x182_y104_w2_h1.png","System.Collections.Specialized.OrderedDictionary",,"2","False"
"object_0147_x187_y104_w1_h1","connected_objects","pipes_machinery","connected_objects/pipes_machinery/object_0147_x187_y104_w1_h1.png","System.Collections.Specialized.OrderedDictionary",,"1","False"
"object_0148_x164_y105_w1_h1","connected_objects","pipes_machinery","connected_objects/pipes_machinery/object_0148_x164_y105_w1_h1.png","System.Collections.Specialized.OrderedDictionary",,"1","False"
"object_0149_x168_y105_w2_h1","connected_objects","pipes_machinery","connected_objects/pipes_machinery/object_0149_x168_y105_w2_h1.png","System.Collections.Specialized.OrderedDictionary",,"2","False"
"object_0150_x171_y105_w1_h1","connected_objects","pipes_machinery","connected_objects/pipes_machinery/object_0150_x171_y105_w1_h1.png","System.Collections.Specialized.OrderedDictionary",,"1","False"
"object_0151_x284_y105_w1_h1","connected_objects","pipes_machinery","connected_objects/pipes_machinery/object_0151_x284_y105_w1_h1.png","System.Collections.Specialized.OrderedDictionary",,"1","False"
"object_0152_x358_y105_w2_h1","connected_objects","machinery_structures","connected_objects/machinery_structures/object_0152_x358_y105_w2_h1.png","System.Collections.Specialized.OrderedDictionary",,"2","False"
"object_0153_x180_y106_w1_h1","connected_objects","pipes_machinery","connected_objects/pipes_machinery/object_0153_x180_y106_w1_h1.png","System.Collections.Specialized.OrderedDictionary",,"1","False"
"object_0154_x183_y106_w2_h1","connected_objects","pipes_machinery","connected_objects/pipes_machinery/object_0154_x183_y106_w2_h1.png","System.Collections.Specialized.OrderedDictionary",,"2","False"
"object_0155_x187_y106_w1_h1","connected_objects","pipes_machinery","connected_objects/pipes_machinery/object_0155_x187_y106_w1_h1.png","System.Collections.Specialized.OrderedDictionary",,"1","False"
"object_0156_x341_y106_w1_h1","connected_objects","machinery_structures","connected_objects/machinery_structures/object_0156_x341_y106_w1_h1.png","System.Collections.Specialized.OrderedDictionary",,"1","False"
"object_0157_x346_y106_w1_h1","connected_objects","machinery_structures","connected_objects/machinery_structures/object_0157_x346_y106_w1_h1.png","System.Collections.Specialized.OrderedDictionary",,"1","False"
"object_0158_x353_y106_w1_h1","connected_objects","machinery_structures","connected_objects/machinery_structures/object_0158_x353_y106_w1_h1.png","System.Collections.Specialized.OrderedDictionary",,"1","False"
"object_0159_x164_y107_w1_h1","connected_objects","pipes_machinery","connected_objects/pipes_machinery/object_0159_x164_y107_w1_h1.png","System.Collections.Specialized.OrderedDictionary",,"1","False"
"object_0160_x169_y107_w3_h1","connected_objects","pipes_machinery","connected_objects/pipes_machinery/object_0160_x169_y107_w3_h1.png","System.Collections.Specialized.OrderedDictionary",,"3","False"
"object_0161_x359_y107_w1_h1","connected_objects","machinery_structures","connected_objects/machinery_structures/object_0161_x359_y107_w1_h1.png","System.Collections.Specialized.OrderedDictionary",,"1","False"
"object_0162_x162_y108_w12_h2","connected_objects","pipes_machinery","connected_objects/pipes_machinery/object_0162_x162_y108_w12_h2.png","System.Collections.Specialized.OrderedDictionary",,"14","False"
"object_0163_x180_y108_w1_h1","connected_objects","pipes_machinery","connected_objects/pipes_machinery/object_0163_x180_y108_w1_h1.png","System.Collections.Specialized.OrderedDictionary",,"1","False"
"object_0164_x184_y108_w2_h1","connected_objects","pipes_machinery","connected_objects/pipes_machinery/object_0164_x184_y108_w2_h1.png","System.Collections.Specialized.OrderedDictionary",,"2","False"
"object_0165_x187_y108_w1_h1","connected_objects","pipes_machinery","connected_objects/pipes_machinery/object_0165_x187_y108_w1_h1.png","System.Collections.Specialized.OrderedDictionary",,"1","False"
"object_0166_x180_y110_w1_h1","connected_objects","pipes_machinery","connected_objects/pipes_machinery/object_0166_x180_y110_w1_h1.png","System.Collections.Specialized.OrderedDictionary",,"1","False"
"object_0167_x185_y110_w3_h1","connected_objects","pipes_machinery","connected_objects/pipes_machinery/object_0167_x185_y110_w3_h1.png","System.Collections.Specialized.OrderedDictionary",,"3","False"
"object_0168_x162_y111_w12_h1","connected_objects","pipes_machinery","connected_objects/pipes_machinery/object_0168_x162_y111_w12_h1.png","System.Collections.Specialized.OrderedDictionary",,"12","False"
"object_0169_x349_y111_w1_h1","connected_objects","machinery_structures","connected_objects/machinery_structures/object_0169_x349_y111_w1_h1.png","System.Collections.Specialized.OrderedDictionary",,"1","False"
